"RG","TG"
"IFITM3_GP1BA","IFITM3","GP1BA"
"BAK1_GP1BA","BAK1","GP1BA"
"MYH14_GP1BA","MYH14","GP1BA"
"COL4A1_GP1BA","COL4A1","GP1BA"
"ANO1_GP1BA","ANO1","GP1BA"
"TMEM98_GP1BA","TMEM98","GP1BA"
"TMC6_GP1BA","TMC6","GP1BA"
"VAV1_GP1BA","VAV1","GP1BA"
"COL8A1_GP1BA","COL8A1","GP1BA"
"EPCAM_GP1BA","EPCAM","GP1BA"
"RELA_TMEM98","RELA","TMEM98"
"MAPK1_TMEM98","MAPK1","TMEM98"
"MAP2K1_TMEM98","MAP2K1","TMEM98"
"PIK3R1_TMEM98","PIK3R1","TMEM98"
"MTOR_TMEM98","MTOR","TMEM98"
"PIK3R3_TMEM98","PIK3R3","TMEM98"
"JUP_TMEM98","JUP","TMEM98"
"RUNX1T1_TMEM98","RUNX1T1","TMEM98"
"PIK3R2_TMEM98","PIK3R2","TMEM98"
"CHUK_TMEM98","CHUK","TMEM98"
"MYC_TMEM98","MYC","TMEM98"
"FCGR1A_TMEM98","FCGR1A","TMEM98"
"FLT3_TMEM98","FLT3","TMEM98"
"ITGAM_TMEM98","ITGAM","TMEM98"
"TCF7L2_TMEM98","TCF7L2","TMEM98"
"AKT3_TMEM98","AKT3","TMEM98"
"LEF1_TMEM98","LEF1","TMEM98"
"CSF1R_TMEM98","CSF1R","TMEM98"
"CCNA1_TMEM98","CCNA1","TMEM98"
"KIT_TMEM98","KIT","TMEM98"
"RPS6KB2_TMEM98","RPS6KB2","TMEM98"
"ZBTB16_TMEM98","ZBTB16","TMEM98"
"MAP2K2_TMEM98","MAP2K2","TMEM98"
"SPI1_TMEM98","SPI1","TMEM98"
"P3R3URF.PIK3R3_TMEM98","P3R3URF.PIK3R3","TMEM98"
"CEBPE_TMEM98","CEBPE","TMEM98"
"BRAF_TMEM98","BRAF","TMEM98"
"PIK3CA_TMEM98","PIK3CA","TMEM98"
"PIK3CD_TMEM98","PIK3CD","TMEM98"
"PPARD_TMEM98","PPARD","TMEM98"
"RARA_TMEM98","RARA","TMEM98"
"PIM2_TMEM98","PIM2","TMEM98"
"NFKB1_TMEM98","NFKB1","TMEM98"
"STAT5B_TMEM98","STAT5B","TMEM98"
"EIF4EBP1_TMEM98","EIF4EBP1","TMEM98"
"IKBKB_TMEM98","IKBKB","TMEM98"
"IKBKG_TMEM98","IKBKG","TMEM98"
"STAT5A_TMEM98","STAT5A","TMEM98"
"DCBLD2_TMEM98","DCBLD2","TMEM98"
"IFITM3_TMEM98","IFITM3","TMEM98"
"ANXA2_TMEM98","ANXA2","TMEM98"
"F2RL1_TMEM98","F2RL1","TMEM98"
"BAK1_TMEM98","BAK1","TMEM98"
"MYH14_TMEM98","MYH14","TMEM98"
"ANO1_TMEM98","ANO1","TMEM98"
"GP1BA_TMEM98","GP1BA","TMEM98"
"TMC6_TMEM98","TMC6","TMEM98"
"VAV1_TMEM98","VAV1","TMEM98"
"TGFBR2_TMEM98","TGFBR2","TMEM98"
"COL8A1_TMEM98","COL8A1","TMEM98"
"EPCAM_TMEM98","EPCAM","TMEM98"
"CCNA2_TMC6","CCNA2","TMC6"
"MAP2K1_TMC6","MAP2K1","TMC6"
"PIK3R1_TMC6","PIK3R1","TMC6"
"MTOR_TMC6","MTOR","TMC6"
"RUNX1T1_TMC6","RUNX1T1","TMC6"
"CHUK_TMC6","CHUK","TMC6"
"PIK3CB_TMC6","PIK3CB","TMC6"
"MYC_TMC6","MYC","TMC6"
"TCF7L2_TMC6","TCF7L2","TMC6"
"AKT3_TMC6","AKT3","TMC6"
"CSF1R_TMC6","CSF1R","TMC6"
"CCNA1_TMC6","CCNA1","TMC6"
"DUSP6_TMC6","DUSP6","TMC6"
"ZBTB16_TMC6","ZBTB16","TMC6"
"MAP2K2_TMC6","MAP2K2","TMC6"
"P3R3URF.PIK3R3_TMC6","P3R3URF.PIK3R3","TMC6"
"SOS2_TMC6","SOS2","TMC6"
"CEBPE_TMC6","CEBPE","TMC6"
"BRAF_TMC6","BRAF","TMC6"
"PIK3CA_TMC6","PIK3CA","TMC6"
"PIK3CD_TMC6","PIK3CD","TMC6"
"PPARD_TMC6","PPARD","TMC6"
"RARA_TMC6","RARA","TMC6"
"PIM2_TMC6","PIM2","TMC6"
"MPO_TMC6","MPO","TMC6"
"EIF4EBP1_TMC6","EIF4EBP1","TMC6"
"IKBKB_TMC6","IKBKB","TMC6"
"IKBKG_TMC6","IKBKG","TMC6"
"AKT2_TMC6","AKT2","TMC6"
"HTRA1_TMC6","HTRA1","TMC6"
"DCBLD2_TMC6","DCBLD2","TMC6"
"IFITM3_TMC6","IFITM3","TMC6"
"ANXA2_TMC6","ANXA2","TMC6"
"F2RL1_TMC6","F2RL1","TMC6"
"BAK1_TMC6","BAK1","TMC6"
"MYH14_TMC6","MYH14","TMC6"
"COL4A1_TMC6","COL4A1","TMC6"
"ANO1_TMC6","ANO1","TMC6"
"TMEM98_TMC6","TMEM98","TMC6"
"TGFBR2_TMC6","TGFBR2","TMC6"
"COL8A1_TMC6","COL8A1","TMC6"
"EPCAM_TMC6","EPCAM","TMC6"
"RELA_VAV1","RELA","VAV1"
"MAPK1_VAV1","MAPK1","VAV1"
"MAP2K1_VAV1","MAP2K1","VAV1"
"MTOR_VAV1","MTOR","VAV1"
"PIK3R3_VAV1","PIK3R3","VAV1"
"JUP_VAV1","JUP","VAV1"
"RUNX1T1_VAV1","RUNX1T1","VAV1"
"PIK3R2_VAV1","PIK3R2","VAV1"
"PIK3CB_VAV1","PIK3CB","VAV1"
"MYC_VAV1","MYC","VAV1"
"FCGR1A_VAV1","FCGR1A","VAV1"
"FLT3_VAV1","FLT3","VAV1"
"TCF7L2_VAV1","TCF7L2","VAV1"
"AKT3_VAV1","AKT3","VAV1"
"CD14_VAV1","CD14","VAV1"
"CSF1R_VAV1","CSF1R","VAV1"
"CCNA1_VAV1","CCNA1","VAV1"
"KIT_VAV1","KIT","VAV1"
"DUSP6_VAV1","DUSP6","VAV1"
"RPS6KB2_VAV1","RPS6KB2","VAV1"
"ZBTB16_VAV1","ZBTB16","VAV1"
"MAP2K2_VAV1","MAP2K2","VAV1"
"SOS2_VAV1","SOS2","VAV1"
"CEBPE_VAV1","CEBPE","VAV1"
"BRAF_VAV1","BRAF","VAV1"
"CCND1_VAV1","CCND1","VAV1"
"PPARD_VAV1","PPARD","VAV1"
"RARA_VAV1","RARA","VAV1"
"PIM2_VAV1","PIM2","VAV1"
"PIM1_VAV1","PIM1","VAV1"
"STAT5B_VAV1","STAT5B","VAV1"
"EIF4EBP1_VAV1","EIF4EBP1","VAV1"
"IKBKB_VAV1","IKBKB","VAV1"
"IKBKG_VAV1","IKBKG","VAV1"
"AKT2_VAV1","AKT2","VAV1"
"STAT5A_VAV1","STAT5A","VAV1"
"HTRA1_VAV1","HTRA1","VAV1"
"DCBLD2_VAV1","DCBLD2","VAV1"
"IFITM3_VAV1","IFITM3","VAV1"
"ANXA2_VAV1","ANXA2","VAV1"
"F2RL1_VAV1","F2RL1","VAV1"
"BAK1_VAV1","BAK1","VAV1"
"MYH14_VAV1","MYH14","VAV1"
"COL4A1_VAV1","COL4A1","VAV1"
"ANO1_VAV1","ANO1","VAV1"
"TMEM98_VAV1","TMEM98","VAV1"
"TMC6_VAV1","TMC6","VAV1"
"EPCAM_VAV1","EPCAM","VAV1"
"RELA_TGFBR2","RELA","TGFBR2"
"CCNA2_TGFBR2","CCNA2","TGFBR2"
"MAP2K1_TGFBR2","MAP2K1","TGFBR2"
"PIK3R1_TGFBR2","PIK3R1","TGFBR2"
"MTOR_TGFBR2","MTOR","TGFBR2"
"PIK3R3_TGFBR2","PIK3R3","TGFBR2"
"CHUK_TGFBR2","CHUK","TGFBR2"
"PIK3CB_TGFBR2","PIK3CB","TGFBR2"
"MYC_TGFBR2","MYC","TGFBR2"
"FCGR1A_TGFBR2","FCGR1A","TGFBR2"
"FLT3_TGFBR2","FLT3","TGFBR2"
"ITGAM_TGFBR2","ITGAM","TGFBR2"
"AKT3_TGFBR2","AKT3","TGFBR2"
"CD14_TGFBR2","CD14","TGFBR2"
"CCNA1_TGFBR2","CCNA1","TGFBR2"
"KIT_TGFBR2","KIT","TGFBR2"
"DUSP6_TGFBR2","DUSP6","TGFBR2"
"RPS6KB2_TGFBR2","RPS6KB2","TGFBR2"
"ZBTB16_TGFBR2","ZBTB16","TGFBR2"
"MAP2K2_TGFBR2","MAP2K2","TGFBR2"
"SPI1_TGFBR2","SPI1","TGFBR2"
"P3R3URF.PIK3R3_TGFBR2","P3R3URF.PIK3R3","TGFBR2"
"SOS2_TGFBR2","SOS2","TGFBR2"
"CEBPE_TGFBR2","CEBPE","TGFBR2"
"BRAF_TGFBR2","BRAF","TGFBR2"
"CCND1_TGFBR2","CCND1","TGFBR2"
"PIK3CA_TGFBR2","PIK3CA","TGFBR2"
"PIK3CD_TGFBR2","PIK3CD","TGFBR2"
"PPARD_TGFBR2","PPARD","TGFBR2"
"RARA_TGFBR2","RARA","TGFBR2"
"PIM2_TGFBR2","PIM2","TGFBR2"
"NFKB1_TGFBR2","NFKB1","TGFBR2"
"PIM1_TGFBR2","PIM1","TGFBR2"
"MPO_TGFBR2","MPO","TGFBR2"
"STAT5B_TGFBR2","STAT5B","TGFBR2"
"EIF4EBP1_TGFBR2","EIF4EBP1","TGFBR2"
"GRB2_TGFBR2","GRB2","TGFBR2"
"IKBKB_TGFBR2","IKBKB","TGFBR2"
"IKBKG_TGFBR2","IKBKG","TGFBR2"
"AKT2_TGFBR2","AKT2","TGFBR2"
"STAT5A_TGFBR2","STAT5A","TGFBR2"
"HTRA1_TGFBR2","HTRA1","TGFBR2"
"DCBLD2_TGFBR2","DCBLD2","TGFBR2"
"IFITM3_TGFBR2","IFITM3","TGFBR2"
"ANXA2_TGFBR2","ANXA2","TGFBR2"
"F2RL1_TGFBR2","F2RL1","TGFBR2"
"MYH14_TGFBR2","MYH14","TGFBR2"
"COL4A1_TGFBR2","COL4A1","TGFBR2"
"ANO1_TGFBR2","ANO1","TGFBR2"
"GP1BA_TGFBR2","GP1BA","TGFBR2"
"TMEM98_TGFBR2","TMEM98","TGFBR2"
"TMC6_TGFBR2","TMC6","TGFBR2"
"VAV1_TGFBR2","VAV1","TGFBR2"
"COL8A1_TGFBR2","COL8A1","TGFBR2"
"EPCAM_TGFBR2","EPCAM","TGFBR2"
"RELA_COL8A1","RELA","COL8A1"
"MAPK1_COL8A1","MAPK1","COL8A1"
"CCNA2_COL8A1","CCNA2","COL8A1"
"MAP2K1_COL8A1","MAP2K1","COL8A1"
"PIK3R1_COL8A1","PIK3R1","COL8A1"
"PIK3R3_COL8A1","PIK3R3","COL8A1"
"RUNX1T1_COL8A1","RUNX1T1","COL8A1"
"CHUK_COL8A1","CHUK","COL8A1"
"PIK3CB_COL8A1","PIK3CB","COL8A1"
"MYC_COL8A1","MYC","COL8A1"
"FCGR1A_COL8A1","FCGR1A","COL8A1"
"FLT3_COL8A1","FLT3","COL8A1"
"AKT3_COL8A1","AKT3","COL8A1"
"CD14_COL8A1","CD14","COL8A1"
"CSF1R_COL8A1","CSF1R","COL8A1"
"KIT_COL8A1","KIT","COL8A1"
"DUSP6_COL8A1","DUSP6","COL8A1"
"RPS6KB2_COL8A1","RPS6KB2","COL8A1"
"ZBTB16_COL8A1","ZBTB16","COL8A1"
"SPI1_COL8A1","SPI1","COL8A1"
"P3R3URF.PIK3R3_COL8A1","P3R3URF.PIK3R3","COL8A1"
"SOS2_COL8A1","SOS2","COL8A1"
"CEBPE_COL8A1","CEBPE","COL8A1"
"CCND1_COL8A1","CCND1","COL8A1"
"PIK3CA_COL8A1","PIK3CA","COL8A1"
"PIK3CD_COL8A1","PIK3CD","COL8A1"
"PPARD_COL8A1","PPARD","COL8A1"
"RARA_COL8A1","RARA","COL8A1"
"PIM2_COL8A1","PIM2","COL8A1"
"NFKB1_COL8A1","NFKB1","COL8A1"
"PIM1_COL8A1","PIM1","COL8A1"
"MPO_COL8A1","MPO","COL8A1"
"STAT5B_COL8A1","STAT5B","COL8A1"
"EIF4EBP1_COL8A1","EIF4EBP1","COL8A1"
"GRB2_COL8A1","GRB2","COL8A1"
"IKBKB_COL8A1","IKBKB","COL8A1"
"IKBKG_COL8A1","IKBKG","COL8A1"
"AKT2_COL8A1","AKT2","COL8A1"
"STAT5A_COL8A1","STAT5A","COL8A1"
"HTRA1_COL8A1","HTRA1","COL8A1"
"DCBLD2_COL8A1","DCBLD2","COL8A1"
"IFITM3_COL8A1","IFITM3","COL8A1"
"ANXA2_COL8A1","ANXA2","COL8A1"
"F2RL1_COL8A1","F2RL1","COL8A1"
"BAK1_COL8A1","BAK1","COL8A1"
"MYH14_COL8A1","MYH14","COL8A1"
"COL4A1_COL8A1","COL4A1","COL8A1"
"ANO1_COL8A1","ANO1","COL8A1"
"GP1BA_COL8A1","GP1BA","COL8A1"
"TMEM98_COL8A1","TMEM98","COL8A1"
"TMC6_COL8A1","TMC6","COL8A1"
"VAV1_COL8A1","VAV1","COL8A1"
"EPCAM_COL8A1","EPCAM","COL8A1"
"RELA_EPCAM","RELA","EPCAM"
"MAPK1_EPCAM","MAPK1","EPCAM"
"CCNA2_EPCAM","CCNA2","EPCAM"
"MAP2K1_EPCAM","MAP2K1","EPCAM"
"PIK3R1_EPCAM","PIK3R1","EPCAM"
"MTOR_EPCAM","MTOR","EPCAM"
"PIK3R3_EPCAM","PIK3R3","EPCAM"
"RUNX1T1_EPCAM","RUNX1T1","EPCAM"
"PIK3R2_EPCAM","PIK3R2","EPCAM"
"CHUK_EPCAM","CHUK","EPCAM"
"MYC_EPCAM","MYC","EPCAM"
"FCGR1A_EPCAM","FCGR1A","EPCAM"
"FLT3_EPCAM","FLT3","EPCAM"
"TCF7L2_EPCAM","TCF7L2","EPCAM"
"AKT3_EPCAM","AKT3","EPCAM"
"LEF1_EPCAM","LEF1","EPCAM"
"CCNA1_EPCAM","CCNA1","EPCAM"
"KIT_EPCAM","KIT","EPCAM"
"RPS6KB2_EPCAM","RPS6KB2","EPCAM"
"MAP2K2_EPCAM","MAP2K2","EPCAM"
"P3R3URF.PIK3R3_EPCAM","P3R3URF.PIK3R3","EPCAM"
"SOS2_EPCAM","SOS2","EPCAM"
"CEBPE_EPCAM","CEBPE","EPCAM"
"BRAF_EPCAM","BRAF","EPCAM"
"CCND1_EPCAM","CCND1","EPCAM"
"PIK3CA_EPCAM","PIK3CA","EPCAM"
"PIK3CD_EPCAM","PIK3CD","EPCAM"
"PPARD_EPCAM","PPARD","EPCAM"
"RARA_EPCAM","RARA","EPCAM"
"PIM2_EPCAM","PIM2","EPCAM"
"NFKB1_EPCAM","NFKB1","EPCAM"
"PIM1_EPCAM","PIM1","EPCAM"
"MPO_EPCAM","MPO","EPCAM"
"GRB2_EPCAM","GRB2","EPCAM"
"IKBKB_EPCAM","IKBKB","EPCAM"
"IKBKG_EPCAM","IKBKG","EPCAM"
"AKT2_EPCAM","AKT2","EPCAM"
"STAT5A_EPCAM","STAT5A","EPCAM"
"HTRA1_EPCAM","HTRA1","EPCAM"
"DCBLD2_EPCAM","DCBLD2","EPCAM"
"IFITM3_EPCAM","IFITM3","EPCAM"
"ANXA2_EPCAM","ANXA2","EPCAM"
"F2RL1_EPCAM","F2RL1","EPCAM"
"BAK1_EPCAM","BAK1","EPCAM"
"MYH14_EPCAM","MYH14","EPCAM"
"COL4A1_EPCAM","COL4A1","EPCAM"
"ANO1_EPCAM","ANO1","EPCAM"
"GP1BA_EPCAM","GP1BA","EPCAM"
"VAV1_EPCAM","VAV1","EPCAM"
"COL8A1_EPCAM","COL8A1","EPCAM"
